ROI	voxels	volume_mm3	T1_mean	T1_std	T1_min	T1_max	T1_CoV	T1_nulls
153	464	0.464	0.3552589	0.03325468	0.2351929	0.4589214	0.09360687	0
154	44	0.044	0.321086	0.09101886	0.1667542	0.4656379	0.2834719	0
155	60	0.06	0.3575141	0.04034655	0.2734074	0.4364559	0.112853	0
156	101	0.101	0.3695089	0.04273642	0.2609008	0.4686488	0.1156574	0
157	418	0.418	0.2799961	0.03472605	0.1863246	0.3992836	0.1240234	0
158	71	0.071	0.2826225	0.02861109	0.2215283	0.347752	0.1012343	0
160	254	0.254	0.2897915	0.03245743	0.1915357	0.3900195	0.1120027	0
161	214	0.214	0.374843	0.1267608	0.08337709	0.6736174	0.3381705	0
162	791	0.791	0.2041807	0.03556291	0.1065374	0.3238969	0.1741737	0
163	588	0.588	0.2681634	0.03482389	0.1483417	0.3595637	0.1298607	0
164	35	0.035	0.2704727	0.03577023	0.1708072	0.3478678	0.1322508	0
165	48	0.048	0.2850888	0.03574368	0.2163172	0.3735757	0.1253774	0
166	830	0.83	0.24016	0.03024573	0.1368775	0.3436989	0.1259399	0
1001	965	0.965	0.2951874	0.0511343	0.1064216	0.5402141	0.1732266	0
1002	398	0.398	0.3748861	0.06429812	0.1141803	0.5310658	0.1715137	0
1003	1130	1.13	0.3289262	0.04204188	0.1991786	0.4554474	0.1278155	0
1004	254	0.254	0.4146701	0.04325743	0.2486259	0.5127691	0.1043177	0
1005	279	0.279	0.4856848	0.05795792	0.2750286	0.6218542	0.1193324	0
1006	116	0.116	0.5287238	0.03667295	0.4310133	0.6212751	0.06936127	0
1007	601	0.601	0.4753307	0.05438143	0.2386669	0.6212751	0.1144076	0
1008	1465	1.465	0.5036139	0.06500307	0.1064216	0.6497623	0.1290732	27
1009	1389	1.389	0.2783348	0.02874182	0.1536686	0.3784394	0.1032635	0
1010	603	0.603	0.5517826	0.06407628	0.183777	0.8165165	0.116126	1
1011	885	0.8850001	0.5693027	0.0674489	0.2296344	0.7880293	0.1184763	0
1012	619	0.619	0.48279	0.0610987	0.3345506	0.6651639	0.1265534	0
1013	401	0.401	0.2480825	0.03164803	0.1160331	0.3311923	0.1275706	2
1014	371	0.371	0.2845909	0.03270592	0.2145802	0.4621639	0.1149226	0
1015	4104	4.104	0.2699922	0.048638	0.02952939	0.4557948	0.1801459	45
1016	3832	3.832	0.2688813	0.04388453	6.780828e-07	0.4274229	0.1632115	55
1017	1843	1.843	0.252322	0.03039169	0.1261079	0.4231387	0.120448	0
1018	65	0.06500001	0.540884	0.03700139	0.4706174	0.6416562	0.06840912	0
1019	3687	3.687	0.3521843	0.06963525	0.06137481	0.5888507	0.1977239	24
1020	3438	3.438	0.323438	0.07030696	0.04689962	0.5675433	0.2173738	95
1021	762	0.762	0.2721688	0.04274951	0.1471837	0.4194331	0.1570698	0
1022	223	0.223	0.5238788	0.04590278	0.2822083	0.6209278	0.087621	0
1023	7	0.007	0.5538124	0.02516846	0.5231913	0.5857241	0.04544581	0
1024	413	0.413	0.5645832	0.06090865	0.3806396	0.7443722	0.1078825	0
1025	4429	4.429	0.4572937	0.08396797	1.863292e-06	0.7302444	0.1836194	17
1026	666	0.666	0.4434789	0.06745525	0.2618272	0.6496465	0.1521048	0
1027	1727	1.727	0.415118	0.06836556	0.1609641	0.6746597	0.1646894	8
1028	1288	1.288	0.4375701	0.06236508	0.1266869	0.5865347	0.1425259	7
1029	1624	1.624	0.3107951	0.03914393	0.1350246	0.4665643	0.1259477	0
1030	33	0.033	0.5051087	0.03886594	0.4332135	0.5823658	0.07694568	0
1031	292	0.292	0.5236481	0.03570999	0.4060001	0.6385296	0.06819464	0
1032	2294	2.294	0.3612581	0.06030697	1.224525e-06	0.6982831	0.166936	11
1033	2805	2.805	0.3446351	0.06489412	1.146335e-06	0.6882084	0.1882981	32
1034	1352	1.352	0.4971921	0.07831892	0.2052003	0.7031468	0.1575225	4
1035	356	0.356	0.5523453	0.03956604	0.4493099	0.6810287	0.0716328	0
1036	1048	1.048	0.5596671	0.05169569	0.2105272	0.7360345	0.09236865	4
1037	2094	2.094	0.52521	0.07756502	0.03277183	0.6853134	0.1476838	5
1038	1363	1.363	0.5678614	0.06448916	0.1829664	0.8081788	0.113565	0
1039	641	0.641	0.5483983	0.04783137	0.2610166	0.7026836	0.08722013	0
1040	855	0.855	0.5343827	0.05133349	0.1669858	0.6791759	0.09606128	0
1041	939	0.9390001	0.2537984	0.03010556	0.1574901	0.365817	0.11862	0
1042	2647	2.647	0.3599756	0.09251799	5.842114e-07	0.6442038	0.2570118	36
1043	716	0.716	0.2765776	0.04002352	0.1525106	0.4388877	0.1447099	0
1044	1380	1.38	0.3349053	0.0479976	0.07932404	0.4879873	0.1433169	6
1045	321	0.321	0.2887582	0.04389786	0.167449	0.4306659	0.1520229	0
1046	652	0.652	0.2584843	0.03755393	0.1585323	0.3921035	0.1452852	0
1047	72	0.072	0.23564	0.02521574	0.1833138	0.3011998	0.1070096	0
1049	983	0.983	0.1599801	0.04943383	1.231372e-07	0.3020104	0.3089999	98
1050	56	0.056	0.2857961	0.0345834	0.2002208	0.3572477	0.1210073	0
1051	14552	14.552	0.4151529	0.1034043	0.07747122	0.7919666	0.2490752	0
1052	222	0.222	0.2152709	0.02993596	0.1058426	0.3058318	0.1390618	0
