ROI	voxels	volume_mm3	T1_mean	T1_std	T1_min	T1_max	T1_CoV	T1_nulls
1075	271	0.271	0.440275	0.05542745	0.2340268	0.5962133	0.1258928	0
1076	472	0.472	0.4846497	0.0430456	0.3635857	0.6092719	0.08881795	0
1077	790	0.79	0.3671269	0.04230821	0.2222742	0.5002335	0.1152414	0
1078	991	0.9910001	0.4093804	0.04935617	0.1620186	0.557411	0.1205631	0
1079	133	0.133	0.4030697	0.05500539	0.2418619	0.5493894	0.1364662	0
1080	1388	1.388	0.3959155	0.03539444	0.2607034	0.496689	0.08939896	0
1081	4241	4.241	0.5109342	0.07077751	0.1141685	0.6988158	0.1385257	24
1082	2496	2.496	0.4615729	0.06560695	0.1014831	0.674098	0.1421378	18
1083	560	0.56	0.342823	0.04665329	0.1728384	0.4568606	0.1360857	0
1084	55	0.055	0.3680053	0.03417495	0.3014646	0.4465071	0.09286537	0
1085	2016	2.016	0.4078095	0.05308303	0.2438207	0.604235	0.1301663	0
1086	160	0.16	0.3377731	0.04797538	0.184218	0.4772878	0.1420344	0
1087	264	0.264	0.4101779	0.0360671	0.171999	0.4878279	0.08793037	0
1088	356	0.356	0.4384474	0.03060044	0.3356965	0.5266303	0.06979271	0
1089	2940	2.94	0.2731146	0.1198581	0.03115383	0.5927622	0.4388566	0
1090	61	0.061	0.3310725	0.05171498	0.2205019	0.4604983	0.1562044	0
1091	23236	23.236	0.2970139	0.0831414	0.04225354	0.5798903	0.2799243	715
1092	171	0.171	0.3166635	0.03450092	0.227311	0.3975378	0.1089514	0
1093	209	0.209	0.3055124	0.03166705	0.2057645	0.4220691	0.1036522	0
1094	2	0.002	0.3298668	0.03818814	0.3028637	0.3568699	0.1157684	0
1095	503	0.503	0.2804596	0.0284099	0.1983025	0.3751518	0.1012977	0
1096	20	0.02	0.2174612	0.02963589	0.151665	0.287007	0.1362813	0
1097	206	0.206	0.3831079	0.03526843	0.2861675	0.4923984	0.09205875	0
